,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
0,./data/images/5141d64c-1566-4529-84c2-210ce3f7d6e4.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5141d64c-1566-4529-84c2-210ce3f7d6e4
1,./data/images/78951db5-792e-4734-b4f6-8b9b8f33706b.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78951db5-792e-4734-b4f6-8b9b8f33706b
2,./data/images/9372900b-b33c-4f34-aec0-9c3a7e473f3e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9372900b-b33c-4f34-aec0-9c3a7e473f3e
3,./data/images/81bb3213-06ad-4b29-b686-f3f91e56e1fd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,81bb3213-06ad-4b29-b686-f3f91e56e1fd
4,./data/images/ced16478-e9b7-49fc-b652-780a1909265b.jpg,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,ced16478-e9b7-49fc-b652-780a1909265b
5,./data/images/14f8231d-54ac-4a81-a336-001d7d14b733.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14f8231d-54ac-4a81-a336-001d7d14b733
6,./data/images/13b599f3-89bb-4b45-af51-28c0c202e905.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13b599f3-89bb-4b45-af51-28c0c202e905
7,./data/images/50d183f3-81ee-493c-8206-0ba8f46d047c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50d183f3-81ee-493c-8206-0ba8f46d047c
8,./data/images/d6af6244-5db1-4783-aa40-89a422a1891e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d6af6244-5db1-4783-aa40-89a422a1891e
9,./data/images/d180e64f-200f-40b3-8413-83b5414a1ecd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,d180e64f-200f-40b3-8413-83b5414a1ecd
10,./data/images/c35e6fb7-3988-4308-802d-7d669036e6e7.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c35e6fb7-3988-4308-802d-7d669036e6e7
11,./data/images/c89e2e93-f697-4302-ac04-117f9bc8afa8.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,c89e2e93-f697-4302-ac04-117f9bc8afa8
12,./data/images/dc776061-bf4c-4f26-98d3-51cf7482d67c.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,dc776061-bf4c-4f26-98d3-51cf7482d67c
13,./data/images/72dae0c4-d80c-45ba-a76a-ea043e7f210c.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,72dae0c4-d80c-45ba-a76a-ea043e7f210c
14,./data/images/c0ba7141-6d5e-4f6a-8572-0f87a512b03e.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,c0ba7141-6d5e-4f6a-8572-0f87a512b03e
15,./data/images/e3caa6ac-242e-4f35-ac7a-1c92b8a8185b.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,e3caa6ac-242e-4f35-ac7a-1c92b8a8185b
16,./data/images/d86542bf-3d3a-4998-a41a-14508a931337.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d86542bf-3d3a-4998-a41a-14508a931337
17,./data/images/8aec485c-7387-4e83-88dc-efb5fb856298.jpg,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,8aec485c-7387-4e83-88dc-efb5fb856298
18,./data/images/69d4e1b0-5740-4c14-8be4-df7c9dd8121f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,69d4e1b0-5740-4c14-8be4-df7c9dd8121f
19,./data/images/4eb0d38f-3944-46e7-8b5d-b6076acdefdd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4eb0d38f-3944-46e7-8b5d-b6076acdefdd
20,./data/images/ec488d6e-bd11-4729-80f3-a01e820a50b7.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,ec488d6e-bd11-4729-80f3-a01e820a50b7
21,./data/images/3265bda5-e829-4012-8783-abb64e8e63a2.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3265bda5-e829-4012-8783-abb64e8e63a2
22,./data/images/837a108e-1347-4e1a-bd6e-a8799817ca34.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,837a108e-1347-4e1a-bd6e-a8799817ca34
23,./data/images/cdd1cd4f-eefa-4ca5-9a6b-1c369a4c1828.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cdd1cd4f-eefa-4ca5-9a6b-1c369a4c1828
24,./data/images/ccd446b7-6fbc-4310-b34c-6158a9fb18ce.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ccd446b7-6fbc-4310-b34c-6158a9fb18ce
25,./data/images/0e5f3b4e-1080-483b-8a78-7a2c4559b293.jpg,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0e5f3b4e-1080-483b-8a78-7a2c4559b293
26,./data/images/edff477d-9f33-4c9a-9944-f6317175a35b.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,edff477d-9f33-4c9a-9944-f6317175a35b
27,./data/images/f61dcdcc-6407-40fd-8d0c-a96e39890e93.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,f61dcdcc-6407-40fd-8d0c-a96e39890e93
28,./data/images/7d3f69c9-c394-49c3-844f-36c93221a1b8.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7d3f69c9-c394-49c3-844f-36c93221a1b8
29,./data/images/947e9be7-4e2e-408a-8ae8-36a345d6683c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,947e9be7-4e2e-408a-8ae8-36a345d6683c
30,./data/images/ca7f2125-0925-4822-ba41-0aa4717d58eb.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,ca7f2125-0925-4822-ba41-0aa4717d58eb
31,./data/images/4c7c759d-514d-483c-ba5f-3c004368bc0f.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4c7c759d-514d-483c-ba5f-3c004368bc0f
32,./data/images/dc6f5beb-7a11-4ccb-8374-d4a6be49f813.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,dc6f5beb-7a11-4ccb-8374-d4a6be49f813
33,./data/images/16a91e31-9344-45db-9d4c-21d5fce043b4.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,16a91e31-9344-45db-9d4c-21d5fce043b4
